Entity,Type,Superclass(es),http://purl.obolibrary.org/obo/FOBI_00422,http://purl.obolibrary.org/obo/FOBI_00423,http://purl.obolibrary.org/obo/FOBI_00424,http://purl.obolibrary.org/obo/FOBI_00425,http://purl.obolibrary.org/obo/FOBI_040232,http://purl.obolibrary.org/obo/FOBI_040233,http://purl.obolibrary.org/obo/FOBI_040235,http://purl.obolibrary.org/obo/FOBI_040236,http://purl.obolibrary.org/obo/FOBI_040237,http://purl.obolibrary.org/obo/FOBI_040238,http://purl.obolibrary.org/obo/FOBI_043480,http://purl.obolibrary.org/obo/IAO_0000114,http://purl.obolibrary.org/obo/IAO_0000115,http://purl.obolibrary.org/obo/IAO_0000118,http://purl.obolibrary.org/obo/IAO_0000119,http://purl.obolibrary.org/obo/IAO_0000412,http://www.geneontology.org/formats/oboInOwl#hasOBOFormatVersion,http://www.w3.org/2000/01/rdf-schema#label,
http://purl.obolibrary.org/obo/CHEBI_83812,Class,http://purl.obolibrary.org/obo/CHEBI_83821,,,,,,,,,,,,,"'Any derivative of a non-proteinogenic amino acid resulting from reaction at an amino group or carboxy group, or from the replacement of any hydrogen by a heteroatom.'",,,"'http://purl.obolibrary.org/obo/chebi.owl'",,"'non-proteinogenic amino acid derivative'",
http://purl.obolibrary.org/obo/CHEBI_83813,Class,http://purl.obolibrary.org/obo/CHEBI_35352	http://purl.obolibrary.org/obo/CHEBI_33575,,,,,,,,,,,,,"'Any of the 23 alpha-amino acids that are precursors to proteins, and are incorporated into proteins during translation. The group includes the 20 amino acids encoded by the nuclear genes of eukaryotes together with selenocysteine, pyrrolysine, and N-formylmethionine. Apart from glycine, which is non-chiral, all have L configuration.'",,,"'http://purl.obolibrary.org/obo/chebi.owl'",,"'proteinogenic amino acid'",
http://purl.obolibrary.org/obo/CHEBI_83820,Class,http://purl.obolibrary.org/obo/CHEBI_33709,,,,,,,,,,,,,"'Any amino-acid that is not naturally encoded in the genetic code of any organism.'",,,"'http://purl.obolibrary.org/obo/chebi.owl'",,"'non-proteinogenic amino acid'",
http://purl.obolibrary.org/obo/CHEBI_83821,Class,http://purl.obolibrary.org/obo/CHEBI_35352,,,,,,,,,,,,,"'Any derivative of an amino acid resulting from reaction at an amino group, carboxy group, side-chain functional group, or from the replacement of any hydrogen by a heteroatom. The definition normally excludes peptides containing amino acid residues.'",,,"'http://purl.obolibrary.org/obo/chebi.owl'",,"'amino acid derivative'",
http://purl.obolibrary.org/obo/CHEBI_83822,Class,http://purl.obolibrary.org/obo/CHEBI_83925	http://purl.obolibrary.org/obo/CHEBI_15705,,,,,,,,,,,,,"'Any L-alpha-amino acid which is not a member of the group of 23 proteinogenic amino acids.'",,,"'http://purl.obolibrary.org/obo/chebi.owl'",,"'non-proteinogenic L-alpha-amino acid'",
http://purl.obolibrary.org/obo/CHEBI_83824,Class,http://purl.obolibrary.org/obo/CHEBI_23509	http://purl.obolibrary.org/obo/CHEBI_83811,,,,,,,,,,,,,"'A proteinogenic amino acid derivative resulting from the formal reaction of L-cysteine at the amino group, carboxy group, or thiol group, or from the replacement of any hydrogen of L-cysteine by a heteroatom.'",,,"'http://purl.obolibrary.org/obo/chebi.owl'",,"'L-cysteine derivative'",
http://purl.obolibrary.org/obo/CHEBI_83925,Class,http://purl.obolibrary.org/obo/CHEBI_83820	http://purl.obolibrary.org/obo/CHEBI_33704,,,,,,,,,,,,,"'Any  alpha-amino acid which is not a member of the group of 23 proteinogenic amino acids.'",,,"'http://purl.obolibrary.org/obo/chebi.owl'",,"'non-proteinogenic alpha-amino acid'",
http://purl.obolibrary.org/obo/CHEBI_84038,Class,http://purl.obolibrary.org/obo/FOBI_040028	http://purl.obolibrary.org/obo/CHEBI_84045,"''grape (whole, raw)''	''red wine''",,,,,,,"'86583349'","'KAVKAZLSONPCRU-UHFFFAOYSA-N'","'InChI=1S/C14H14O6S/c15-12-5-3-10(4-6-12)1-2-11-7-13(16)9-14(8-11)20-21(17,18)19/h3-9,15-16H,1-2H2,(H,17,18,19)'","'FOBI:030603'",,"'An organic sulfate that consists of dihydroresveratrol substituted by a sulfate group at position 3. It is a metabolite of dihydroresveratrol.'","'dihydroresveratrol 3-sulfate'",,"'http://purl.obolibrary.org/obo/chebi.owl'",,"'dihydroresveratrol-3-O-sulfate'",
http://purl.obolibrary.org/obo/CHEBI_84039,Class,http://purl.obolibrary.org/obo/CHEBI_63367	http://purl.obolibrary.org/obo/FOBI_040071	http://purl.obolibrary.org/obo/CHEBI_84047,"''grape (whole, raw)''	''red wine''",,,,,,,"'86583350'","'NXXGJRZWYCYPCB-HBWRTXEVSA-N'","'InChI=1S/C20H22O9/c21-12-5-3-10(4-6-12)1-2-11-7-13(22)9-14(8-11)28-20-17(25)15(23)16(24)18(29-20)19(26)27/h3-9,15-18,20-25H,1-2H2,(H,26,27)/t15-,16-,17+,18-,20+/m0/s1'","'FOBI:030601'",,"'A  monosaccharide derivative that is the 7-O-glucuronide of dihydroresveratrol .'","'dihydroresveratrol 3-glucuronide'",,"'http://purl.obolibrary.org/obo/chebi.owl'",,"'dihydroresveratrol-3-O-beta-D-glucuronide'",
http://purl.obolibrary.org/obo/CHEBI_84040,Class,http://purl.obolibrary.org/obo/CHEBI_36027	http://purl.obolibrary.org/obo/CHEBI_25704	http://purl.obolibrary.org/obo/FOBI_040028,"''grape (whole, raw)''	''red wine''",,,,,,,"'25113755'","'DULQFFCIVGYOFH-OWOJBTEDSA-N'","'InChI=1S/C14H12O6S/c15-12-5-3-10(4-6-12)1-2-11-7-13(16)9-14(8-11)20-21(17,18)19/h1-9,15-16H,(H,17,18,19)/b2-1+'","'FOBI:030596'",,"'An organic sulfate that is the 3-O-sulfate derivative of trans-resveratrol.'","'trans-resveratrol 3-sulfate'",,"'http://purl.obolibrary.org/obo/chebi.owl'",,"'resveratrol-3-O-sulfate'",
http://purl.obolibrary.org/obo/CHEBI_84045,Class,http://purl.obolibrary.org/obo/CHEBI_36027	http://purl.obolibrary.org/obo/CHEBI_25704,,,,,,,,,,,,,"'Any organic sulfate that is the monosulfate derivative of dihydroresveratrol.'",,,"'http://purl.obolibrary.org/obo/chebi.owl'",,"'dihydroresveratrol sulfate'",
http://purl.obolibrary.org/obo/CHEBI_84047,Class,http://purl.obolibrary.org/obo/CHEBI_36027	http://purl.obolibrary.org/obo/CHEBI_15341,,,,,,,,,,,,,"'Any stilbenol that is the beta-D-glucosiduronic acid derivative of dihydroresveratrol.'",,,"'http://purl.obolibrary.org/obo/chebi.owl'",,"'dihydroresveratrol glucuronide'",
http://purl.obolibrary.org/obo/CHEBI_84076,Class,http://purl.obolibrary.org/obo/CHEBI_24599	http://purl.obolibrary.org/obo/CHEBI_83811,,,,,,,,,,,,,"'A proteinogenic amino acid derivative resulting from the formal reaction of L-histidine at the amino group, carboxy group, or the imidazolyl moiety, or from the replacement of any hydrogen of L-histidine by a heteroatom.'",,,"'http://purl.obolibrary.org/obo/chebi.owl'",,"'L-histidine derivative'",
http://purl.obolibrary.org/obo/CHEBI_85533,Class,http://purl.obolibrary.org/obo/CHEBI_35681	http://purl.obolibrary.org/obo/CHEBI_22860	http://purl.obolibrary.org/obo/CHEBI_26456	http://purl.obolibrary.org/obo/FOBI_040204,"''citrus fruit food product''",,,,"'144333'",,"'C08269'","'164642'","'MUNWAHDYFVYIKH-RITPCOANSA-N'","'InChI=1S/C7H13NO3/c1-8(2)4-5(9)3-6(8)7(10)11/h5-6,9H,3-4H2,1-2H3/t5-,6+/m1/s1'","'FOBI:030686'",,"'An amino-acid betaine that is trans-4-hydroxy-L-proline zwitterion in which both of the hydrogens attached to the nitrogen have been replaced by methyl groups.'","'4-hydroxyproline betaine'",,"'http://purl.obolibrary.org/obo/chebi.owl'",,"'trans-4-hydroxy-L-proline betaine'",
http://purl.obolibrary.org/obo/CHEBI_86499,Class,http://purl.obolibrary.org/obo/CHEBI_24662	http://purl.obolibrary.org/obo/CHEBI_26273,,,,,,,,,,,,,"'A hydroxy-amino acid in which the amino acid specified is proline. A 'closed' class.'",,,"'http://purl.obolibrary.org/obo/chebi.owl'",,"'monohydroxyproline'",
http://purl.obolibrary.org/obo/CHEBI_87034,Class,http://purl.obolibrary.org/obo/CHEBI_33659,,,,,,,,,,,,,"'An organic aromatic compound that has been used as a fungicide.'",,,"'http://purl.obolibrary.org/obo/chebi.owl'",,"'aromatic fungicide'",
http://purl.obolibrary.org/obo/CHEBI_90,Class,http://purl.obolibrary.org/obo/FOBI_040174	http://purl.obolibrary.org/obo/CHEBI_23053	http://purl.obolibrary.org/obo/CHEBI_26195,"''apple (whole)''	''tea based beverage product''	''cacao food product''	''nut (whole or part)''	''red wine''	''berry (whole, raw)''",,,,"'65230'","'HMDB01871'","'C09727'","'72276'","'PFTAWBLQPZVEMU-UKRRQHHQSA-N'","'InChI=1S/C15H14O6/c16-8-4-11(18)9-6-13(20)15(21-14(9)5-8)7-1-2-10(17)12(19)3-7/h1-5,13,15-20H,6H2/t13-,15-/m1/s1'","'FOBI:030461'",,"'A catechin with (2R,3R)-configuration.'",,,"'http://purl.obolibrary.org/obo/chebi.owl'",,"'epicatechin'	'(-)-epicatechin'",
http://purl.obolibrary.org/obo/CHEBI_9008,Class,http://purl.obolibrary.org/obo/CHEBI_16180	http://purl.obolibrary.org/obo/CHEBI_140325	http://purl.obolibrary.org/obo/FOBI_040214,"''Whole grain cereal products''	''coffee based beverage product''	''olive oil''	''nut (whole or part)''	''legume food product''	''plant fruit food product''	''red wine''	''tea based beverage product''	''cacao food product''	''vegetable food product''",,,,,"'HMDB00840'","'C07588'","'10253'","'ONJSZLXSECQROL-UHFFFAOYSA-N'","'InChI=1S/C9H9NO4/c11-7-4-2-1-3-6(7)9(14)10-5-8(12)13/h1-4,11H,5H2,(H,10,14)(H,12,13)'","'FOBI:08827'",,"'An N-acylglycine in which the acyl group is specified as 2-hydroxybenzoyl.'",,,"'http://purl.obolibrary.org/obo/chebi.owl'",,"'2-hydroxyhippuric acid'	'salicyluric acid'",
http://purl.obolibrary.org/obo/CHEBI_90852,Class,http://purl.obolibrary.org/obo/CHEBI_37716,,,,,,,,,,,,,"'A mixed diacylamine resulting from the formal condensation of the nitrogen of a carboxamide with a sulphonic acid.'",,,"'http://purl.obolibrary.org/obo/chebi.owl'",,"'N-sulfonylcarboxamide'",
http://purl.obolibrary.org/obo/CHEBI_9629,Class,http://purl.obolibrary.org/obo/CHEBI_35624	http://purl.obolibrary.org/obo/CHEBI_36836	http://purl.obolibrary.org/obo/FOBI_040167	http://purl.obolibrary.org/obo/CHEBI_37948,"''tomato (whole, raw)''",,,,"'59019'",,"'C10826'","'65576'","'XYNPYHXGMWJBLV-VXPJTDKGSA-N'","'InChI=1S/C27H45NO2/c1-16-7-12-27(28-15-16)17(2)24-23(30-27)14-22-20-6-5-18-13-19(29)8-10-25(18,3)21(20)9-11-26(22,24)4/h16-24,28-29H,5-15H2,1-4H3/t16-,17-,18-,19-,20+,21-,22-,23-,24-,25-,26-,27-/m0/s1'","'FOBI:030717'",,"'A 3beta-hydroxy steroid resulting from the substitution of the 3beta-hydrogen of tomatidane by a hydroxy group.'",,,"'http://purl.obolibrary.org/obo/chebi.owl'",,"'tomatidine'",
http://purl.obolibrary.org/obo/FOBI_0001,Class,http://www.w3.org/2002/07/owl#Thing,,,,,,,,,,,"'FOBI:0001'",,,,,,,"'Foods'",
http://purl.obolibrary.org/obo/FOBI_0018,Class,http://purl.obolibrary.org/obo/FOODON_00001257,,,,,,,,,,,"'FOBI:0018'",,,,,,,"'Unfermented milk products'",
http://purl.obolibrary.org/obo/FOBI_0021,Class,http://purl.obolibrary.org/obo/FOODON_00002123,,,,,,,,,,,"'FOBI:0021'",,,,,,,"'Fermented alcohols'",
http://purl.obolibrary.org/obo/FOBI_0024,Class,http://purl.obolibrary.org/obo/FOODON_03301977,,,,,,,,,,,"'FOBI:0024'",,,,,,,"'Infusions'",
http://purl.obolibrary.org/obo/FOBI_0048,Class,http://purl.obolibrary.org/obo/FOBI_0001,,,,,,,,,,,"'FOBI:0048'",,,,,,,"'Fruits and vegetables'",
http://purl.obolibrary.org/obo/FOBI_007928,Class,http://purl.obolibrary.org/obo/FOBI_040223,,,"'veal'	'butter'	''carrot root (whole, raw)''",,,,,,,,"'FOBI:007928'",,,,,,,"'blanquette'",
http://purl.obolibrary.org/obo/FOBI_007936,Class,http://purl.obolibrary.org/obo/FOBI_040222,,,"''vegetable food product''	''tomato (whole, raw)''	''soybean (whole)''",,,,,,,,"'FOBI:007936'",,,,,,,"'vegetarian bolognese'",
http://purl.obolibrary.org/obo/FOBI_007943,Class,http://purl.obolibrary.org/obo/FOBI_040222,,,"'flour'	''vegetable food product''",,,,,,,,"'FOBI:007943'",,,,,,,"'vegetarian fajitas'",
http://purl.obolibrary.org/obo/FOBI_007945,Class,http://purl.obolibrary.org/obo/FOBI_040223,,,"''meat food product''	''vegetable food product''	''cheese food product''	'flour'",,,,,,,,"'FOBI:007945'",,,,,,,"'filled'",
http://purl.obolibrary.org/obo/FOBI_007950,Class,http://purl.obolibrary.org/obo/FOBI_040222,,,"''onion (whole, raw)''	''olive oil''	'pasta'	''cow milk (fluid)''	''garlic (whole, raw)''	''wine (food product)''	''tomato (whole, raw)''",,,,,,,,"'FOBI:007950'",,,,,,,"'vegetarian lasagne'",
http://purl.obolibrary.org/obo/FOBI_007956,Class,http://purl.obolibrary.org/obo/FOBI_040222,,,"''vegetable food product''	'flour'	''cheese food product''",,,,,,,,"'FOBI:007956'",,,,,,,"'vegetarian pizza'",
http://purl.obolibrary.org/obo/FOBI_007960,Class,http://purl.obolibrary.org/obo/FOBI_040222,,,"''nut (whole or part)''	'flour'	''cow milk (fluid)''	''cheese food product''	''hen egg (whole)''	''black pepper food product''",,,,,,,,"'FOBI:007960'",,,,,,,"'vegetarian quiche'",
http://purl.obolibrary.org/obo/FOBI_007974,Class,http://purl.obolibrary.org/obo/FOBI_040222,,,"''vegetable food product''	'flour'",,,,,,,,"'FOBI:007974'",,,,,,,"'vegetarian taco'",
http://purl.obolibrary.org/obo/FOBI_007978,Class,http://purl.obolibrary.org/obo/FOBI_040223,,,"''meat food product''	''bread food product''	''vegetable food product''",,,,,,,,"'FOBI:007978'",,,,,,,"'meat wrap'",
http://purl.obolibrary.org/obo/FOBI_007979,Class,http://purl.obolibrary.org/obo/FOBI_040222,,,"''bread food product''	''vegetable food product''",,,,,,,,"'FOBI:007979'",,,,,,,"'vegetarian wrap'",
http://purl.obolibrary.org/obo/FOBI_007981,Class,http://purl.obolibrary.org/obo/FOBI_040222,,,"''vegetable food product''	''soybean (whole)''",,,,,,,,"'FOBI:007981'",,,,,,,"'vegetarian chilli'",
http://purl.obolibrary.org/obo/FOBI_007984,Class,http://purl.obolibrary.org/obo/FOBI_040222,,,"''tomato (whole, raw)''	'spice'	''onion (whole, raw)''	''vegetable food product''",,,,,,,,"'FOBI:007984'",,,,,,,"'vegetarian curry'",
http://purl.obolibrary.org/obo/FOBI_007986,Class,http://purl.obolibrary.org/obo/FOBI_040222,,,"''cow milk (fluid)''	''hen egg (whole)''",,,,,,,,"'FOBI:007986'",,,,,,,"'vegetarian omelette'",
http://purl.obolibrary.org/obo/FOBI_0092,Class,http://purl.obolibrary.org/obo/FOODON_00001261,,,,,,,,,,,"'FOBI:0092'",,,,,,,"'Dark yellow vegetables'",
http://purl.obolibrary.org/obo/FOBI_0099,Class,http://purl.obolibrary.org/obo/FOODON_00001261,,,,,,,,,,,"'FOBI:0099'",,,,,,,"'Fat vegetables'",
http://purl.obolibrary.org/obo/FOBI_0101,Class,http://purl.obolibrary.org/obo/FOODON_00001261,,,,,,,,,,,"'FOBI:0101'",,,,,,,"'Fruity vegetables'",
http://purl.obolibrary.org/obo/FOBI_0125,Class,http://purl.obolibrary.org/obo/FOODON_00001261,,,,,,,,,,,"'FOBI:0125'",,,,,,,"'Onion family vegetables'",
http://purl.obolibrary.org/obo/FOBI_0135,Class,http://purl.obolibrary.org/obo/FOBI_0001,,,,,,,,,,,"'FOBI:0135'",,,,,,,"'Nuts and legumes'",
http://purl.obolibrary.org/obo/FOBI_0142,Class,http://purl.obolibrary.org/obo/FOODON_03311095,,,,,,,,,,,"'FOBI:0142'",,,,,,,"'cereal'",
http://purl.obolibrary.org/obo/FOBI_0145,Class,http://purl.obolibrary.org/obo/FOODON_00001709,,,,,,,,,,,"'FOBI:0145'",,,,,,,"'Whole grain cereal products'",
http://purl.obolibrary.org/obo/FOBI_0148,Class,http://purl.obolibrary.org/obo/FOBI_0145,,,,,,,,,,,"'FOBI:0148'",,,,,,,"'wholegrain'",
http://purl.obolibrary.org/obo/FOBI_01501,Class,http://www.w3.org/2002/07/owl#Thing,,,,,,,,,,,"'FOBI:01501'",,,,,,,"'Biomarkers'",
http://purl.obolibrary.org/obo/FOBI_0166,Class,http://purl.obolibrary.org/obo/FOODON_03420108,,,,,,,,,,,"'FOBI:0166'",,,,,,,"'Baking goods'",
http://purl.obolibrary.org/obo/FOBI_0168,Class,http://purl.obolibrary.org/obo/FOODON_03420108,,,,,,,,,,,"'FOBI:0168'",,,,,,,"'Confectioneries'",
http://purl.obolibrary.org/obo/FOBI_0185,Class,http://purl.obolibrary.org/obo/FOODON_00001006,,,,,,,,,,,"'FOBI:0185'",,,,,,,"'Lean meat'",
http://purl.obolibrary.org/obo/FOBI_0193,Class,http://purl.obolibrary.org/obo/FOODON_00001006,,,,,,,,,,,"'FOBI:0193'",,,,,,,"'Red meat'",
http://purl.obolibrary.org/obo/FOBI_030322,Class,http://purl.obolibrary.org/obo/FOBI_040170,"''Whole grain cereal products''	''red wine''	''nut (whole or part)''	''coffee based beverage product''	''tea based beverage product''	''cacao food product''	''olive oil''	''plant fruit food product''	''legume food product''	''vegetable food product''",,,,,,,,"'ZXNABXFYKZWAPQ-UHFFFAOYSA-N'","'InChI=1S/C13H14O9/c14-7-8(15)10(12(19)20)22-13(9(7)16)21-6-3-1-2-5(4-6)11(17)18/h1-4,7-10,13-16H,(H,17,18)(H,19,20)'","'FOBI:030322'",,,,,,,"'3-hydroxybenzoic acid glucuronide'",
http://purl.obolibrary.org/obo/FOBI_030323,Class,http://purl.obolibrary.org/obo/FOBI_040170,"''red wine''	''vegetable food product''	''Whole grain cereal products''	''nut (whole or part)''	''coffee based beverage product''	''cacao food product''	''tea based beverage product''	''plant fruit food product''	''olive oil''	''legume food product''",,,,,,,,"'DKNOHNCMCYDVLT-UHFFFAOYSA-N'","'InChI=1S/C13H14O9/c14-7-8(15)10(12(19)20)22-13(9(7)16)21-6-3-1-5(2-4-6)11(17)18/h1-4,7-10,13-16H,(H,17,18)(H,19,20)'","'FOBI:030323'",,,,,,,"'4-hydroxybenzoic acid glucuronide'",
http://purl.obolibrary.org/obo/FOBI_030324,Class,http://purl.obolibrary.org/obo/FOBI_040120,"''vegetable food product''	''red wine''	''nut (whole or part)''	''Whole grain cereal products''	''coffee based beverage product''	''tea based beverage product''	''olive oil''	''cacao food product''	''plant fruit food product''	''legume food product''",,,,"'8373808'",,,"'10198308'","'MOODSJOROWROTO-UHFFFAOYSA-N'","'InChI=1S/C7H6O6S/c8-7(9)5-3-1-2-4-6(5)13-14(10,11)12/h1-4H,(H,8,9)(H,10,11,12)'","'FOBI:030324'",,,,,,,"'2-hydroxybenzoic acid sulfate'",
http://purl.obolibrary.org/obo/FOBI_030325,Class,http://purl.obolibrary.org/obo/FOBI_040120,"''nut (whole or part)''	''Whole grain cereal products''	''vegetable food product''	''coffee based beverage product''	''cacao food product''	''tea based beverage product''	''olive oil''	''plant fruit food product''	''red wine''	''legume food product''",,,,"'19994151'",,,"'21126437'","'MZYPOJMKJHCOQG-UHFFFAOYSA-N'","'InChI=1S/C7H6O6S/c8-7(9)5-2-1-3-6(4-5)13-14(10,11)12/h1-4H,(H,8,9)(H,10,11,12)'","'FOBI:030325'",,,,,,,"'3-hydroxybenzoic acid sulfate'",
http://purl.obolibrary.org/obo/FOBI_030326,Class,http://purl.obolibrary.org/obo/FOBI_040120,"''legume food product''	''vegetable food product''	''coffee based beverage product''	''tea based beverage product''	''cacao food product''	''Whole grain cereal products''	''plant fruit food product''	''olive oil''	''red wine''	''nut (whole or part)''",,,,,,,"'18690341'","'RJTYSXVYCZAUHE-UHFFFAOYSA-N'","'InChI=1S/C7H6O6S/c8-7(9)5-1-3-6(4-2-5)13-14(10,11)12/h1-4H,(H,8,9)(H,10,11,12)'","'FOBI:030326'",,,,,,,"'4-hydroxybenzoic acid sulfate'",
http://purl.obolibrary.org/obo/FOBI_030327,Class,http://purl.obolibrary.org/obo/FOBI_040118,"''legume food product''	''vegetable food product''	''coffee based beverage product''	''cacao food product''	''tea based beverage product''	''red wine''	''Whole grain cereal products''	''nut (whole or part)''	''plant fruit food product''	''olive oil''",,,,"'1446'",,,"'1491'","'UIAFKZKHHVMJGS-UHFFFAOYSA-N'","'InChI=1S/C7H6O4/c8-4-1-2-5(7(10)11)6(9)3-4/h1-3,8-9H,(H,10,11)'","'FOBI:030327'",,,,,,,"'2,4-dihydroxybenzoic acid'",
http://purl.obolibrary.org/obo/FOBI_030329,Class,http://purl.obolibrary.org/obo/FOBI_040118,"''plant fruit food product''	''legume food product''	''vegetable food product''	''red wine''	''nut (whole or part)''	''cacao food product''	''coffee based beverage product''	''olive oil''	''tea based beverage product''	''Whole grain cereal products''",,,,"'71'","'HMDB01856'","'C00230'","'72'","'YQUVCSBJEUQKSH-UHFFFAOYSA-N'","'InChI=1S/C7H6O4/c8-5-2-1-4(7(10)11)3-6(5)9/h1-3,8-9H,(H,10,11)'","'FOBI:030329'",,,,,,,"'3,4-dihydroxybenzoic acid'",
http://purl.obolibrary.org/obo/FOBI_030331,Class,http://purl.obolibrary.org/obo/FOBI_040076,"''coffee based beverage product''	''olive oil''	''tea based beverage product''	''cacao food product''	''red wine''	''Whole grain cereal products''	''plant fruit food product''	''nut (whole or part)''	''legume food product''	''vegetable food product''",,,,,,,"'71316220'","'CXNFDJSOAJNKSU-CDHFTJPESA-N'","'InChI=1S/C13H14O10/c14-5-2-1-4(11(18)19)3-6(5)22-13-9(17)7(15)8(16)10(23-13)12(20)21/h1-3,7-10,13-17H,(H,18,19)(H,20,21)/t7-,8-,9+,10-,13+/m0/s1'","'FOBI:030331'",,,,,,,"'3,4-dihydroxybenzoic acid 3-glucuronide'",
http://purl.obolibrary.org/obo/FOBI_030332,Class,http://purl.obolibrary.org/obo/FOBI_040170,"''red wine''	''tea based beverage product''	''cacao food product''	''coffee based beverage product''	''olive oil''	''Whole grain cereal products''	''plant fruit food product''	''legume food product''	''nut (whole or part)''	''vegetable food product''",,,,,,,,"'NLCBCVGRBFNEJE-CDHFTJPESA-N'","'InChI=1S/C13H14O10/c14-5-3-4(11(18)19)1-2-6(5)22-13-9(17)7(15)8(16)10(23-13)12(20)21/h1-3,7-10,13-17H,(H,18,19)(H,20,21)/t7-,8-,9+,10-,13+/m0/s1'","'FOBI:030332'",,,,,,,"'3,4-dihydroxybenzoic acid 4-glucuronide'",
http://purl.obolibrary.org/obo/FOBI_030333,Class,http://purl.obolibrary.org/obo/FOBI_040170,"''Whole grain cereal products''	''red wine''	''coffee based beverage product''	''tea based beverage product''	''cacao food product''	''plant fruit food product''	''olive oil''	''nut (whole or part)''	''legume food product''	''vegetable food product''",,,,,,,,"'LEONNYUSLXUBTI-CDHFTJPESA-N'","'InChI=1S/C13H14O10/c14-5-1-4(11(18)19)2-6(3-5)22-13-9(17)7(15)8(16)10(23-13)12(20)21/h1-3,7-10,13-17H,(H,18,19)(H,20,21)/t7-,8-,9+,10-,13+/m0/s1'","'FOBI:030333'",,,,,,,"'3,5-dihydroxybenzoic acid glucuronide'",
http://purl.obolibrary.org/obo/FOBI_030336,Class,http://purl.obolibrary.org/obo/FOBI_040120,"''Whole grain cereal products''	''vegetable food product''	''tea based beverage product''	''cacao food product''	''coffee based beverage product''	''olive oil''	''plant fruit food product''	''legume food product''	''red wine''	''nut (whole or part)''",,,,,,,"'71316222'","'GSFKEOSQCKWCLH-UHFFFAOYSA-N'","'InChI=1S/C7H6O7S/c8-5-2-1-4(7(9)10)3-6(5)14-15(11,12)13/h1-3,8H,(H,9,10)(H,11,12,13)'","'FOBI:030336'",,,,,,,"'3,4-dihydroxybenzoic acid 3-sulfate'",
http://purl.obolibrary.org/obo/FOBI_030337,Class,http://purl.obolibrary.org/obo/FOBI_040120,"''nut (whole or part)''	''legume food product''	''vegetable food product''	''coffee based beverage product''	''cacao food product''	''tea based beverage product''	''Whole grain cereal products''	''olive oil''	''plant fruit food product''	''red wine''",,,,,,,"'195945'","'NGQYUDIZIPNWJV-UHFFFAOYSA-N'","'InChI=1S/C7H6O7S/c8-5-3-4(7(9)10)1-2-6(5)14-15(11,12)13/h1-3,8H,(H,9,10)(H,11,12,13)'","'FOBI:030337'",,,,,,,"'3,4-dihydroxybenzoic acid 4-sulfate'",
http://purl.obolibrary.org/obo/FOBI_030338,Class,http://purl.obolibrary.org/obo/FOBI_040120,"''legume food product''	''nut (whole or part)''	''vegetable food product''	''tea based beverage product''	''cacao food product''	''coffee based beverage product''	''Whole grain cereal products''	''red wine''	''olive oil''	''plant fruit food product''",,,,,,,,"'NDZHPENMJGDGPX-UHFFFAOYSA-N'","'InChI=1S/C7H6O7S/c8-5-1-4(7(9)10)2-6(3-5)14-15(11,12)13/h1-3,8H,(H,9,10)(H,11,12,13)'","'FOBI:030338'",,,,,,,"'3,5-dihydroxybenzoic acid sulfate'",
http://purl.obolibrary.org/obo/FOBI_030344,Class,http://purl.obolibrary.org/obo/FOBI_040170,"''Whole grain cereal products''	''red wine''	''coffee based beverage product''	''cacao food product''	''tea based beverage product''	''olive oil''	''plant fruit food product''	''nut (whole or part)''	''vegetable food product''	''legume food product''",,,,,,,,"'BSTDQIXKAVCPLC-JLERCCTOSA-N'","'InChI=1S/C14H16O10/c1-22-7-4-5(2-3-6(7)15)13(21)24-14-10(18)8(16)9(17)11(23-14)12(19)20/h2-4,8-11,14-18H,1H3,(H,19,20)/t8-,9-,10+,11-,14?/m0/s1'","'FOBI:030344'",,,,,,,"'vanillic acid glucuronide'",
http://purl.obolibrary.org/obo/FOBI_030345,Class,http://purl.obolibrary.org/obo/FOBI_040193,"''Whole grain cereal products''	''red wine''	''vegetable food product''	''cacao food product''	''tea based beverage product''	''coffee based beverage product''	''olive oil''	''plant fruit food product''	''nut (whole or part)''	''legume food product''",,,,,,,"'382946'","'TXRKUXPAEPOCIX-UHFFFAOYSA-N'","'InChI=1S/C8H8O7S/c1-14-7-4-5(8(9)10)2-3-6(7)15-16(11,12)13/h2-4H,1H3,(H,9,10)(H,11,12,13)'","'FOBI:030345'",,,,,,,"'vanillic acid sulfate'",
http://purl.obolibrary.org/obo/FOBI_030347,Class,http://purl.obolibrary.org/obo/FOBI_040170,"''vegetable food product''	''Whole grain cereal products''	''tea based beverage product''	''olive oil''	''coffee based beverage product''	''cacao food product''	''plant fruit food product''	''legume food product''	''red wine''	''nut (whole or part)''",,,,,,,,"'HATMKBLUSXVYDS-JLERCCTOSA-N'","'InChI=1S/C14H16O10/c1-22-7-3-2-5(4-6(7)15)13(21)24-14-10(18)8(16)9(17)11(23-14)12(19)20/h2-4,8-11,14-18H,1H3,(H,19,20)/t8-,9-,10+,11-,14?/m0/s1'","'FOBI:030347'",,,,,,,"'isovanillic acid glucuronide'",
